DATA,HORA,LINHA,EMPRESA,PREFIXO,TIPO DE ACIDENTE,SUB TIPO DE ACIDENTE,FERIDOS,MORTOS,LOCAL,LOCAL AUXILIAR 1,LOCAL AUXILIAR 2
"07/08/202
0",11:57,304,009,LL316,ATROPELAMENTO,CICLISTA,0,0,"AVENIDA PRESIDENTE AFFONSO
CAMARGO, BAIRRO JARDIM BOTÂNICO,
CURITIBA","R. ATÍLIO BÓRIO, 14 - CRISTO
REI, CURITIBA - PR, 80050-250,
BRASIL","R. JOSÉ DE ALENCAR, 50 - CRISTO
REI, CURITIBA - PR, 80050-240,
BRASIL"
"12/09/202
0",20:08,545,008,JI300,ATROPELAMENTO,CICLISTA,1,0,"RUA IZAAC FERREIRA DA CRUZ,
SÍTIO CERCADO, CURITIBA","R. SÃO JOSÉ DOS PINHAIS, 10 -
SÍTIO CERCADO, CURITIBA - PR,
81910-010, BRASIL","R. CAMPÍNA GRANDE DO SUL, 26 -
SÍTIO CERCADO, CURITIBA - PR,
81910-020, BRASIL"
"20/09/202
0",13:29,653,007,HI035,ATROPELAMENTO,CICLISTA,0,0,"RUA NOSSA SENHORA DO EQUILÍBRIO,
CIDADE INDUSTRIAL DE
CURITIBA,CURITIBA","R. JAÍR SILVEIRA, 88 - CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA
- PR, 81450-757, BRASIL","R. THALLES PAULA DA SILVA, 10 -
SÃO MIGUEL, CURITIBA - PR,
81450-186, BRASIL"
"21/09/202
0",16:50,603,011,GD350,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
NOVO MUNDO, CURITIBA","R. PEDRO ZAGONEL, 17 - NOVO
MUNDO, CURITIBA - PR, 81050-110,
BRASIL","RUA LUIZ LEOPOLDO LANDAL, 10 -
NOVO MUNDO, CURITIBA - PR,
81050-120, BRASIL"
"19/10/202
0",18:28,200,011,GE736,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA JOÃO GUALBERTO, ALTO DA
GLÓRIA, CURITIBA","R. AUGUSTO SEVERO, 605 - ALTO DA
GLÓRIA, CURITIBA - PR,
80030-240, BRASIL","R. MAUÁ, 861 - ALTO DA GLÓRIA,
CURITIBA - PR, 80030-200, BRASIL"
"09/11/202
0",22:35,023,003,BL328,ATROPELAMENTO,CICLISTA,0,0,"RUA PROFESSOR NIVALDO BRAGA,
CAPÃO DA IMBUIA, CURITIBA","AV. PRESIDENTE AFFONSO CAMARGO,
4415 - CAPÃO DA IMBUIA, CURITIBA
- PR, 82810-000, BRASIL","AV. PREFEITO MAURÍCIO FRUET,
2150 - CAJURU, CURITIBA - PR,
82900-010, BRASIL"
"11/11/202
0",06:42,633,011,GI038,ATROPELAMENTO,CICLISTA,0,1,"RUA PROFESSOR JÚLIO THEODORICO
GUIMARÃES, PINHEIRINHO, CURITIBA","RUA CID MARCONDES DE
ALBUQUERQUE, 2548 - PINHEIRINHO,
CURITIBA - PR, 81825-080, BRASIL","R. MONTE CARMELO, 191A -
PINHEIRINHO, CURITIBA - PR,
81825-170, BRASIL"
"07/12/202
0",07:25,023,004,CL600,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
NOVO MUNDO, CURITIBA","R. ITAJUBÁ, 1 - PORTÃO, CURITIBA
- PR, 81070-190, BRASIL","R. JOÃO PALOMEQUE, 12 - NOVO
MUNDO, CURITIBA - PR, 81050-040,
BRASIL"
"11/12/202
0",22:38,548,011,GI050,ATROPELAMENTO,CICLISTA,2,0,"RUA GUAÇUÍ, GANCHINHO, CURITIBA","RUA ARISTOCLETO TABORDA
PORTELLA, 134 - GANCHINHO,
CURITIBA - PR, 81935-378, BRASIL","RUA REGINALDO ANTONIO WACHESKI,
189 - SÍTIO CERCADO, CURITIBA -
PR, 81935-379, BRASIL"
"11/12/202
0",17:29,603,011,GE723,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","R. ALFERES POLI, 372 - CENTRO,
CURITIBA - PR, 80220-050, BRASIL","RUA 24 DE MAIO, 379 - CENTRO,
CURITIBA - PR, 82860-140, BRASIL"
"26/12/202
0",15:10,203,007,HE720,ATROPELAMENTO,CICLISTA,0,0,"AVENIDA REPÚBLICA ARGENTINA,
NOVO MUNDO, CURITIBA","RUA BERNARDO JACINTHO DA VEIGA,
30 - NOVO MUNDO, CURITIBA - PR,
81050-100, BRASIL","R. CEL. HERCULANO DE ARAÚJO, 40
- NOVO MUNDO, CURITIBA - PR,
81050-090, BRASIL"
