DATA,HORA,LINHA,EMPRESA,PREFIXO,TIPO DE ACIDENTE,SUB TIPO DE ACIDENTE,FERIDOS,MORTOS,LOCAL,LOCAL AUXILIAR 1,LOCAL AUXILIAR 2
"22/06/202
2",21:50,303,005,DE713,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","TV. DA LAPA, 11 - CENTRO,
CURITIBA - PR, 80010-190, BRASIL","R. BARÃO DO RIO BRANCO, 4240 -
CENTRO, CURITIBA - PR,
82860-140, BRASIL"
"04/07/202
2",18:50,380,004,CC194,ATROPELAMENTO,CICLISTA,1,0,"PRAÇA DAS NAÇÕES, ALTO DA RUA
XV, CURITIBA","AV. SETE DE SETEMBRO, 49 -
CRISTO REI, CURITIBA - PR,
80050-315, BRASIL","RUA RAPHAEL PAPA, 10 - JARDIM
SOCIAL, CURITIBA - PR,
82590-100, BRASIL"
"26/07/202
2",18:32,X20,007,HE602,ATROPELAMENTO,CICLISTA,4,0,"RUA JOÃO LAERTES BOCHNIA,
PINHEIRINHO, CURITIBA","RUA JOSÉ EGIDIO MARTINS, 50 -
PINHEIRINHO, CURITIBA - PR,
81870-352, BRASIL","R. IZAAC FERREIRA DA CRUZ, 530 -
PINHEIRINHO, CURITIBA - PR,
81870-000, BRASIL"
"30/07/202
2",11:08,548,011,GI040,ATROPELAMENTO,CICLISTA,1,0,"RUA MAESTRO JOÃO KOZAK,
GANCHINHO, CURITIBA","AC. 04, OC-099 - GANCHINHO,
CURITIBA - PR, 81935-395, BRASIL","RUA ANTONIO JOSÉ BONATO, 1193 -
GANCHINHO, CURITIBA - PR,
81935-399, BRASIL"
"02/08/202
2",17:37,545,002,KA696,ATROPELAMENTO,CICLISTA,1,0,"RUA JOÃO ALVES, CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA","RUA PROFESSOR ALGACYR MUNHOZ
MADER, 3360 - CIDADE INDUSTRIAL
DE CURITIBA, CURITIBA - PR,
81020-490, BRASIL","RUA XIQUINHO ZIMERMANN, 203 -
CIDADE INDUSTRIAL DE CURITIBA,
CURITIBA - PR, 81350-310, BRASIL"
"11/08/202
2",21:14,507,006,EL322,ATROPELAMENTO,CICLISTA,0,1,"AVENIDA MARECHAL FLORIANO
PEIXOTO, HAUER, CURITIBA","R. MAJ. FABRICIANO DO RÊGO
BARROS, 645 - HAUER, CURITIBA -
PR, 81630-260, BRASIL","R. ROBERTO HAUER, 499 - HAUER,
CURITIBA - PR, 81610-180, BRASIL"
"17/08/202
2",12:20,655,007,HI008,ATROPELAMENTO,CICLISTA,0,0,"RUA ERNESTO GERMANO FRANCISCO
HANNEMANN,TATUQUARA,CURITIBA","R. PROF. EUGÊNIO GUDIN, 204 -
TATUQUARA, CURITIBA - PR,
81480-229, BRASIL","R. JOVENILSON AMÉRICO DE
OLIVEIRA, 285 - TATUQUARA,
CURITIBA - PR, 81480-230, BRASIL"
"19/08/202
2",20:08,502,007,HE604,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, HAUER, CURITIBA","R. DR. JÚLIO CÉSAR RIBEIRO DE
SOUZA, 782 - HAUER, CURITIBA -
PR, 81630-200, BRASIL","RUA ALCINO GUANABARA, 804 -
HAUER, CURITIBA - PR, 81630-190,
BRASIL"
"30/08/202
2",13:33,505,006,EL329,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, HAUER, CURITIBA","RUA PROFESSOR JOSÉ MAURÍCIO
HIGGINS, 1068 - BOQUEIRÃO,
CURITIBA - PR, 81650-250, BRASIL","RUA CORONEL LUIZ JOSÉ DOS
SANTOS, 1251 - BOQUEIRÃO,
CURITIBA - PR, 81670-400, BRASIL"
"01/09/202
2",18:07,304,005,DL313,ATROPELAMENTO,CICLISTA,2,0,"AVENIDA PRESIDENTE AFFONSO
CAMARGO, CRISTO REI, CURITIBA","R. SCHILLER, 16 - CRISTO REI,
CURITIBA - PR, 80050-260, BRASIL","R. PADRE GERMANO MAYER, 33 -
CRISTO REI, CURITIBA - PR,
80050-270, BRASIL"
"26/09/202
2",17:30,550,011,GE703,ATROPELAMENTO,CICLISTA,2,0,"LINHA VERDE, FANNY, CURITIBA","R. ROBERTO FARIA, 21 - FANNY,
CURITIBA - PR, 81030-150, BRASIL","R. PROF. JOÃO SOARES BARCELOS,
63 - HAUER, CURITIBA - PR,
81630-060, BRASIL"
"16/10/202
2",17:53,603,007,HE724,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA SETE DE SETEMBRO, BATEL,
CURITIBA","R. CEL. DULCÍDIO, 4363 - ÁGUA
VERDE, CURITIBA - PR, 80250-210,
BRASIL","R. PASTEUR, 364 - BATEL,
CURITIBA - PR, 80250-104, BRASIL"
"28/10/202
2",07:18,506,006,EL316,ATROPELAMENTO,CICLISTA,1,0,"RUA DOUTOR LEVY BUQUERA, SÍTIO
CERCADO, CURITIBA","R. DOS PIONEIROS, 2311 - SÍTIO
CERCADO, CURITIBA - PR,
81910-190, BRASIL","R. JOSÉ ALCEU SABATKE, 50 -
SÍTIO CERCADO, CURITIBA - PR,
81910-730, BRASIL"
"30/10/202
2",18:16,603,007,HE725,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","R. JOÃO BETTEGA, 30 - PORTÃO,
CURITIBA - PR, 81070-000, BRASIL","RUA LUIZ PARIGOT DE SOUZA, 10 -
PORTÃO, CURITIBA - PR,
81070-050, BRASIL"
"08/11/202
2",19:36,508,011,GL310,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","RUA DESEMBARGADOR ANTONIO DE
PAULA, 1609 - BOQUEIRÃO,
CURITIBA - PR, 81730-380, BRASIL","RUA PROFESSORA JOANITA BERNETT
PASSOS, 2011 - BOQUEIRÃO,
CURITIBA - PR, 81730-390, BRASIL"
"30/12/202
2",14:31,550,011,GE714,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, PAROLIN, CURITIBA","R. DAVID DE SOUZA CAMARGO, 3960
- PRADO VELHO, CURITIBA - PR,
80220-470, BRASIL","LINHA VERDE, 12174 - FANNY,
CURITIBA - PR, 81610-020, BRASIL"
