DATA,HORA,LINHA,EMPRESA,PREFIXO,TIPO DE ACIDENTE,SUB TIPO DE ACIDENTE,FERIDOS,MORTOS,LOCAL,LOCAL AUXILIAR 1,LOCAL AUXILIAR 2
"18/04/202
2",18:29,202,011,GD343,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","AV. PRES. KENNEDY, 4150 -
REBOUÇAS, CURITIBA - PR,
80610-010, BRASIL","AV. PRESIDENTE WENCESLAU BRAZ,
4017 - PAROLIN, CURITIBA - PR,
81010-001, BRASIL"
"11/05/202
2",13:48,477,005,DC850,ATROPELAMENTO,PEDESTRE,1,0,"LINHA VERDE, PRADO VELHO,
CURITIBA","R. IMAC. CONCEIÇÃO, 2090 - PRADO
VELHO, CURITIBA - PR, 80215-182,
BRASIL","AV. SEN. SALGADO FILHO, 580 -
PRADO VELHO, CURITIBA - PR,
80215-270, BRASIL"
"21/05/202
2",14:36,602,007,HE706,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","R. HIPÓLITO DA COSTA, 944 -
BOQUEIRÃO, CURITIBA - PR,
81650-280, BRASIL","R. CLETO DA SILVA, 883 -
BOQUEIRÃO, CURITIBA - PR,
81650-290, BRASIL"
"24/05/202
2",06:20,203,003,BE719,ATROPELAMENTO,PEDESTRE,1,0,,,
"26/05/202
2",06:46,602,007,HE603,ATROPELAMENTO,PEDESTRE,1,0,"RUA LOURIVAL PORTELA NATEL,
PORTÃO, CURITIBA","RUA ALÍPIA MARQUES VERCHAI, 50 -
PORTÃO, CURITIBA - PR,
80610-360, BRASIL","PRAÇA DES. ARMANDO CARNEIRO, 03
- PORTÃO, CURITIBA - PR,
80610-230, BRASIL"
"26/05/202
2",17:03,200,011,GE727,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","RUA DESEMBARGADOR MOTTA, 1324 -
ÁGUA VERDE, CURITIBA - PR,
80250-060, BRASIL","R. BRG. FRANCO, 2463 - REBOUÇAS,
CURITIBA - PR, 80220-100, BRASIL"
"22/06/202
2",14:58,303,005,DE722,ATROPELAMENTO,PEDESTRE,0,2,"RUA PADRE ANCHIETA, BIGORRILHO,
CURITIBA","RUA BRUNO FILGUEIRA, 2142 -
BIGORRILHO, CURITIBA - PR,
80730-380, BRASIL","R. FRANCISCO ROCHA, 1725 -
BIGORRILHO, CURITIBA - PR,
80730-390, BRASIL"
"04/07/202
2",08:27,684,007,HI613,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA WINSTON CHURCHILL, CAPÃO
RASO, CURITIBA","RUA DR. WALDEMIRO PEREIRA, 29 -
CAPÃO RASO, CURITIBA - PR,
81150-150, BRASIL","RUA LEON NÍCOLAS, 194 - CAPÃO
RASO, CURITIBA - PR, 81150-140,
BRASIL"
"12/07/202
2",18:15,303,005,DE701,ATROPELAMENTO,PEDESTRE,1,0,"RUA PROFESSOR FERNANDO MOREIRA,
CENTRO, CURITIBA","RUA VISCONDE DE NÁCAR, 1001 -
CENTRO, CURITIBA - PR,
80410-201, BRASIL","R. SALDANHA MARINHO, 785 -
CENTRO, CURITIBA - PR,
80410-151, BRASIL"
"14/07/202
2",14:25,547,011,GI007,ATROPELAMENTO,PEDESTRE,0,1,,,
"29/07/202
2",20:07,050,006,EB609,ATROPELAMENTO,PEDESTRE,1,0,"RUA LUIZ PARIGOT DE SOUZA,
PORTÃO, CURITIBA","R. DR. JOÃO TOBIAS P. REBELO,
139 - PORTÃO, CURITIBA - PR,
81070-070, BRASIL","R. SÃO MATEUS, 79 - PORTÃO,
CURITIBA - PR, 81070-080, BRASIL"
"05/08/202
2",17:30,200,007,HE708,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA JOÃO GUALBERTO, CENTRO,
CURITIBA","R. DA GLÓRIA, 52 - CENTRO
CÍVICO, CURITIBA - PR,
80030-060, BRASIL","R. LUIZ LEÃO, 25 - CENTRO,
CURITIBA - PR, 80030-010, BRASIL"
"12/08/202
2",10:44,256,003,BL311,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA ANITA GARIBALDI,
BARREIRINHA, CURITIBA","R. MARIA DE LOURDES KUDRI, 127 -
BARREIRINHA, CURITIBA - PR,
82700-050, BRASIL","R. PROF. GUILHERME BUTLER, 2 -
BARREIRINHA, CURITIBA - PR,
82700-000, BRASIL"
"17/08/202
2",08:26,533,006,EI014,ATROPELAMENTO,PEDESTRE,1,0,"RUA ZONARDY RIBAS, BOQUEIRÃO,
CURITIBA","R. PASTOR CARLOS FRANK, 1604 -
BOQUEIRÃO, CURITIBA - PR,
81750-420, BRASIL","R. MAESTRO CARLOS FRANK, 1353 -
BOQUEIRÃO, CURITIBA - PR,
81750-323, BRASIL"
"19/08/202
2",16:10,200,011,GE721,ATROPELAMENTO,PEDESTRE,1,0,"TRAVESSA DA LAPA, CENTRO,
CURITIBA","R. PEDRO IVO, 750 - CENTRO,
CURITIBA - PR, 80010-020, BRASIL","R. ANDRÉ DE BARROS, 692 -
CENTRO, CURITIBA - PR,
80010-080, BRASIL"
"23/08/202
2",08:37,200,003,BE716,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","AV. MAL. FLORIANO PEIXOTO, 1000
- CENTRO, CURITIBA - PR,
80230-110, BRASIL","R. DES. WESTPHALEN, 3225 -
REBOUÇAS, CURITIBA - PR,
80220-031, BRASIL"
"01/09/202
2",18:18,303,008,LE710,ATROPELAMENTO,PEDESTRE,1,0,"RUA VISCONDE DE NÁCAR, CENTRO,
CURITIBA","R. COMENDADOR ARAÚJO, 63 -
CENTRO, CURITIBA - PR,
80420-000, BRASIL","RUA EMILIANO PERNETA, 387 -
CENTRO, CURITIBA - PR,
80420-080, BRASIL"
"15/09/202
2",07:58,603,007,HD244,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","R. ARION NIEPCE DA SILVA, 1B -
PORTÃO, CURITIBA - PR,
80610-310, BRASIL","R. MORRETES, 6 - PORTÃO,
CURITIBA - PR, 80610-150, BRASIL"
"19/09/202
2",14:12,603,007,HE713,ATROPELAMENTO,PEDESTRE,3,0,"AVENIDA REPÚBLICA ARGENTINA,
ÁGUA VERDE, CURITIBA","RUA EURIDES CUNHA, 6 - VILA
IZABEL, CURITIBA - PR,
80320-010, BRASIL","AV. ÁGUA VERDE, 1714 - ÁGUA
VERDE, CURITIBA - PR, 80240-070,
BRASIL"
"22/09/202
2",18:56,627,007,HA019,ATROPELAMENTO,PEDESTRE,1,0,"RUA PEDRO GUSSO, CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA","RUA MARIA CECÍLIA AGUIAR DE
TOLEDO PIZA, 33 - CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA
- PR, 81315-610, BRASIL","RUA LEA MOREIRA DE SOUZA MOURA,
14 - CIDADE INDUSTRIAL DE
CURITIBA, CURITIBA - PR,
81315-680, BRASIL"
"06/10/202
2",08:10,502,011,GE608,ATROPELAMENTO,PEDESTRE,0,0,,,
"10/10/202
2",07:16,658,007,HA014,ATROPELAMENTO,PEDESTRE,1,0,"RUA PROFESSOR JOSÉ RODRIGUES
VIEIRA NETTO, CIDADE INDUSTRIAL
DE CURITIBA, CURITIBA","R. MARIA LUCIA L DE ATHAYDE,
8752 - CIDADE INDUSTRIAL DE
CURITIBA, CURITIBA - PR,
81450-010, BRASIL","R. ÂNGELO JÚLIO IANKE, 50 -
GUABIROTUBA, CURITIBA - PR,
81450-080, BRASIL"
"04/11/202
2",08:39,200,011,GE731,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA PARANÁ, CABRAL, CURITIBA","R. VER GARCIA R VELHO, 305 -
CABRAL, CURITIBA - PR,
80035-180, BRASIL","R. DOS FUNCIONÁRIOS, 642 -
CABRAL, CURITIBA - PR,
80035-050, BRASIL"
"16/11/202
2",12:30,216,004,CA600,ATROPELAMENTO,PEDESTRE,1,0,,,
"18/11/202
2",06:09,701,008,JC310,ATROPELAMENTO,PEDESTRE,1,0,"RUA AMADEU DO AMARAL, PORTÃO,
CURITIBA","RUA LUIZ DELFINO, 217 - PORTÃO,
CURITIBA - PR, 80330-150, BRASIL","R. JOSÉ JÚLIO BISCAIA, 380 -
PORTÃO, CURITIBA - PR,
80330-140, BRASIL"
"18/11/202
2",15:02,303,005,DE709,ATROPELAMENTO,PEDESTRE,1,0,"RUA ALFERES POLI, CENTRO,
CURITIBA","AV. VISC. DE GUARAPUAVA, 3300 -
CENTRO, CURITIBA - PR,
80010-100, BRASIL","AV. SETE DE SETEMBRO, 3424 -
CENTRO, CURITIBA - PR,
80230-085, BRASIL"
"01/12/202
2",17:41,020,002,KB600,ATROPELAMENTO,PEDESTRE,1,0,,,
"14/12/202
2",15:58,200,007,HD246,ATROPELAMENTO,PEDESTRE,1,0,"TRAVESSA DA LAPA, CENTRO,
CURITIBA","AV. SETE DE SETEMBRO, 2664 -
CRISTO REI, CURITIBA - PR,
80230-085, BRASIL","AV. VISC. DE GUARAPUAVA, 13 -
CENTRO, CURITIBA - PR,
80045-345, BRASIL"
"21/12/202
2",08:08,500,011,GD350,ATROPELAMENTO,PEDESTRE,1,0,,,
"26/12/202
2",13:34,500,011,GE723,ATROPELAMENTO,PEDESTRE,0,1,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","R. WALDEMAR LOUREIRO CAMPOS,
1474 - BOQUEIRÃO, CURITIBA - PR,
81670-360, BRASIL","RUA DESEMBARGADOR ANTONIO DE
PAULA, 1761 - BOQUEIRÃO,
CURITIBA - PR, 81750-450, BRASIL"
