DATA,HORA,LINHA,EMPRESA,PREFIXO,TIPO DE ACIDENTE,SUB TIPO DE ACIDENTE,FERIDOS,MORTOS,LOCAL,LOCAL AUXILIAR 1,LOCAL AUXILIAR 2
"01/04/202
3",14:12,508,011,GL330,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA WINSTON CHURCHILL, CAPÃO
RASO, CURITIBA","R. JOSÉ PEREIRA DE ARAÚJO, 143 -
CAPÃO RASO, CURITIBA - PR,
81130-190, BRASIL","R. JOÃO RODRIGUES PINHEIRO, 181
- CAPÃO RASO, CURITIBA - PR,
81130-180, BRASIL"
"01/04/202
3",07:45,777,008,JI866,ATROPELAMENTO,PEDESTRE,1,0,"RUA ALFERES POLI, CENTRO,
CURITIBA","PRAÇA RUI BARBOSA, 2318 -
CENTRO, CURITIBA - PR,
85301-420, BRASIL","AVENIDA VISCONDE DE GUARAPUAVA,
5200 - CENTRO, CURITIBA - PR,
82860-140, BRASIL"
"19/04/202
3",11:20,619,007,HI607,ATROPELAMENTO,PEDESTRE,1,0,,,
"26/04/202
3",15:58,203,003,BE706,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","RUA DESEMBARGADOR MOTTA, 1324 -
ÁGUA VERDE, CURITIBA - PR,
80250-060, BRASIL","R. BUENOS AIRES, 582 - BATEL,
CURITIBA - PR, 80250-072, BRASIL"
"03/05/202
3",17:41,646,007,HI004,ATROPELAMENTO,PEDESTRE,1,0,"RUA JOÃO BATISTA BETTEGA JUNIOR,
TATUQUARA,CURITIBA","R. CAMILO BUENO, 137 -
TATUQUARA, CURITIBA - PR,
81480-110, BRASIL","R. FRANCISCA FERREIRA DA LUZ,
125 - TATUQUARA, CURITIBA - PR,
81480-100, BRASIL"
"08/05/202
3",18:45,822,003,BA017,ATROPELAMENTO,PEDESTRE,1,0,"RUA PADRE FRANCISCO CHILASZEK,
CIDADE INDUSTRIAL DE CURITIBA,
CURITIBA","RUA PADRE ANTONIO JOAQUIM
RIBEIRO, 156 - CIDADE INDUSTRIAL
DE CURITIBA, CURITIBA - PR,
81280-250, BRASIL","R. PROF. JOÃO FALARZ, 555 -
CIDADE INDUSTRIAL DE CURITIBA,
CURITIBA - PR, 81200-427, BRASIL"
"09/05/202
3",16:15,545,002,KA604,ATROPELAMENTO,PEDESTRE,1,0,"RUA NICOLA PELLANDA,
PINHEIRINHO, CURITIBA","R. LONDRINA, 91 - PINHEIRINHO,
CURITIBA - PR, 81880-280, BRASIL","R. CIDADE ALTO PARANÁ, 61 -
PINHEIRINHO, CURITIBA - PR,
81880-260, BRASIL"
"15/05/202
3",19:09,625,011,GI036,ATROPELAMENTO,PEDESTRE,1,0,"LINHA VERDE - BR 476, XAXIM,
CURITIBA","RUA MARECHAL ALTHAYR ROSZANNIY,
1049 - CAPÃO RASO, CURITIBA -
PR, 81110-350, BRASIL","R. IPIRANGA, 1087 - CAPÃO RASO,
CURITIBA - PR, 81110-412, BRASIL"
"15/05/202
3",17:01,603,007,HE712,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA SETE DE SETEMBRO, BATEL,
CURITIBA","R. BENTO VIANA, 1040 - ÁGUA
VERDE, CURITIBA - PR, 80240-110,
BRASIL","R. SILVEIRA PEIXOTO, 1040 -
BATEL, CURITIBA - PR, 80240-120,
BRASIL"
"17/05/202
3",07:23,500,011,GE711,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, REBOUÇAS, CURITIBA","AV. PRES. GETÚLIO VARGAS, 644 -
REBOUÇAS, CURITIBA - PR,
80230-030, BRASIL","RUA ENGENHEIROS REBOUÇAS, 2019 -
REBOUÇAS, CURITIBA - PR,
80230-040, BRASIL"
"09/06/202
3",17:20,700,007,HL324,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","AV. PRES. KENNEDY, 4190 -
PORTÃO, CURITIBA - PR,
80610-012, BRASIL","PRAÇA DES. ARMANDO CARNEIRO, 03
- PORTÃO, CURITIBA - PR,
80610-230, BRASIL"
"15/06/202
3",23:22,673,007,HI861,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA IGUAÇU, ÁGUA VERDE,
CURITIBA","R. SILVEIRA PEIXOTO, 2403 - ÁGUA
VERDE, CURITIBA - PR, 80240-120,
BRASIL","R. DR. ALEXANDRE GUTIERREZ, 576
- ÁGUA VERDE, CURITIBA - PR,
80240-130, BRASIL"
"19/06/202
3",17:02,200,011,GE722,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA SETE DE SETEMBRO, BATEL,
CURITIBA","R. BENTO VIANA, 1040 - ÁGUA
VERDE, CURITIBA - PR, 80240-110,
BRASIL","R. ALFERES ÂNGELO SAMPAIO, 1108
- ÁGUA VERDE, CURITIBA - PR,
80420-160, BRASIL"
"21/06/202
3",10:00,203,003,BE717,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA JOÃO GUALBERTO, ALTO DA
GLÓRIA, CURITIBA","R. DA GLÓRIA, 1 - CENTRO,
CURITIBA - PR, 80030-060, BRASIL","R. MAUÁ, 895 - ALTO DA GLÓRIA,
CURITIBA - PR, 80030-200, BRASIL"
"21/06/202
3",13:57,303,005,DE702,ATROPELAMENTO,PEDESTRE,1,0,"RUA VISCONDE DE NACAR, CENTRO,
CURITIBA","PRAÇA RUI BARBOSA - CENTRO,
CURITIBA - PR, 82860-140, BRASIL","RUA EMILIANO PERNETA, 358 -
CENTRO, CURITIBA - PR,
80010-050, BRASIL"
"04/07/202
3",17:27,502,007,HE610,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA PRESIDENTE WENCESLAU
BRAZ, LINDÓIA, CURITIBA","R. ALEXANDRE SALATA, 380 -
GUAÍRA, CURITIBA - PR,
81010-030, BRASIL","R. JAMAICA, 11 - LINDOIA,
CURITIBA - PR, 81010-020, BRASIL"
"05/07/202
3",17:05,829,003,BA013,ATROPELAMENTO,PEDESTRE,1,0,"RUA FELÍCIO LASKOSKI, RIVIERA,
CURITIBA","RODOVIA DO CAFÉ GOVERNADOR NEY
BRAGA ( RUA MATHEUS MAZUROSKI ),
RIVIERA, CURITIBA","RUA ANSELMO DE LIMA FILHO,
CIDADE INDUSTRIAL DE CURITIBA,
CURITIBA"
"13/07/202
3",21:24,335,005,DR407,ATROPELAMENTO,PEDESTRE,0,1,"RUA AUGUSTO ZIBARTH, UBERABA,
CURITIBA","AV. SEN. SALGADO FILHO, 6403 -
UBERABA, CURITIBA - PR,
81580-000, BRASIL","R. ALBERTO HEYN, 350 - UBERABA,
CURITIBA - PR, 81560-350, BRASIL"
"20/07/202
3",23:50,203,003,BD135,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA PARANÁ, CABRAL, CURITIBA","R. DOS FUNCIONÁRIOS, 838 -
CABRAL, CURITIBA - PR,
80035-050, BRASIL","R. VER. ANTÔNIO DOS RÉIS
CAVALHEIRO, 315 - CABRAL,
CURITIBA - PR, 80035-210, BRASIL"
"01/08/202
3",19:34,303,005,DE699,ATROPELAMENTO,PEDESTRE,1,0,"RUA DEPUTADO HEITOR ALENCAR
FURTADO, CAMPO COMPRIDO,
CURITIBA","RUA OSCAR BORGES DE MACEDO
FILHO, CAMPO COMPRIDO, CURITIBA","RUA PROFESSOR JOÃO FALARZ, CAMPO
COMPRIDO, CURITIBA"
"02/08/202
3",13:13,500,011,GE708,ATROPELAMENTO,PEDESTRE,0,0,,,
"02/08/202
3",08:29,203,011,GD343,ATROPELAMENTO,PEDESTRE,1,0,"SUPERCENTER ANGELONI ÁGUA VERDE,
900, AVENIDA REPÚBLICA ARGENTINA","RUA EURIDES CUNHA, 6 - VILA
IZABEL, CURITIBA - PR,
80320-010, BRASIL","AV. ÁGUA VERDE, 1714 - ÁGUA
VERDE, CURITIBA - PR, 80240-070,
BRASIL"
"08/08/202
3",07:43,602,011,GE613,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA WINSTON CHURCHILL, CAPÃO
RASO, CURITIBA","RUA JOSÉ RODRIGUES PINHEIRO,
1972 - CAPÃO RASO, CURITIBA -
PR, 81170-200, BRASIL","RUA DOUTOR WALDEMIRO PEREIRA,
CAPÃO RASO, CURITIBA"
"09/08/202
3",08:25,232,003,BI020,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA PARANÁ, SANTA CÂNDIDA,
CURITIBA","RUA JOÃO GBUR, SANTA CÂNDIDA,
CURITIBA","RUA THEODORO MAKIOLKA, SANTA
CÂNDIDA, CURITIBA"
"11/08/202
3",17:24,203,003,BE724,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA JOÃO GUALBERTO, ALTO DA
GLÓRIA, CURITIBA","RUA MAUÁ, ALTO DA GLÓRIA,
CURITIBA","RUA AUGUSTO SEVERO, ALTO DA
GLÓRIA, CURITIBA"
"11/08/202
3",17:13,203,003,BE723,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA SETE DE SETEMBRO, BATEL,
CURITIBA","RUA PADRE ILDEFONSO, BATEL,
CURITIBA","RUA BENTO VIANA, BATEL, CURITIBA"
"02/09/202
3",23:20,826,007,HI013,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA JUSCELINO KUBITSCHEK DE
OLIVEIRA, CIDADE INDUSTRIAL DE
CURITIBA, CURITIBA","BR-376, 3127 - CIDADE INDUSTRIAL
DE CURITIBA, CURITIBA - PR,
81020-490, BRASIL","R. EDUARDO SPRADA, 6080 - CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA
- PR, 81270-010, BRASIL"
"19/09/202
3",13:29,603,007,HE723,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","R. MORRETES, 16 - PORTÃO,
CURITIBA - PR, 80610-150, BRASIL","R. CARMEN MAITO STINGLIN, 10 -
PORTÃO, CURITIBA - PR,
80320-170, BRASIL"
"21/09/202
3",08:10,621,005,DA027,ATROPELAMENTO,PEDESTRE,1,0,,,
"25/09/202
3",17:02,528,006,EA601,ATROPELAMENTO,PEDESTRE,0,0,"RUA FRANCISCO BECKER, MORADIAS
MARUPIARA II, UMBARÁ","RUA ALBERTO STERION, UMBARÁ,
CURITIBA","RUA BENEDITO CORDEIRO, UMBARÁ,
CURITIBA"
"28/09/202
3",14:39,702,008,JL306,ATROPELAMENTO,PEDESTRE,0,0,"RUA ALFREDO JOSÉ PINTO,
FAZENDINHA, CURITIBA","R. CARLOS KLEMTZ, 1621 -
FAZENDINHA, CURITIBA - PR,
81320-000, BRASIL","R. JUVENAL CARVALHO, 20 -
FAZENDINHA, CURITIBA - PR,
81320-185, BRASIL"
"10/10/202
3",06:53,023,005,DR800,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","R. ITACOLOMI, 2 - PORTÃO,
CURITIBA - PR, 81070-150, BRASIL","AVENIDA PRESIDENTE WENCESLAU
BRAZ, PORTÃO, CURITIBA"
"27/10/202
3",17:50,621,005,DC293,ATROPELAMENTO,PEDESTRE,1,0,"RUA PROFESSOR JOÃO SOARES
BARCELOS, HAUER, CURITIBA","BR-116, 13024 - FANNY, CURITIBA
- PR, 81030-140, BRASIL","R. SÔNIA MARIA, 640 - HAUER,
CURITIBA - PR, 81630-270, BRASIL"
"28/10/202
3",09:02,303,008,JE706,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA SETE DE SETEMBRO,
CURITIBA","R. ALFERES POLI, 317 - CENTRO,
CURITIBA - PR, 80230-090, BRASIL","R. DES. WESTPHALEN, 698 -
CENTRO, CURITIBA - PR,
80010-110, BRASIL"
"01/11/202
3",08:23,200,007,HE706,ATROPELAMENTO,PEDESTRE,1,0,"AV. PARANÁ, 1939",,
"14/11/202
3",20:47,304,008,JL324,ATROPELAMENTO,PEDESTRE,1,0,"RUA PROFESSOR FERNANDO MOREIRA,
CENTRO, CURITIBA","R. VISC. DO RIO BRANCO, 909 -
MERCÊS, CURITIBA - PR,
80410-001, BRASIL","R. SALDANHA MARINHO, 785 -
CENTRO, CURITIBA - PR,
80410-151, BRASIL"
"20/11/202
3",16:01,022,003,BL604,ATROPELAMENTO,PEDESTRE,0,0,"RUA CATARINA SCOTTI, NOVO MUNDO,
CURITIBA","R. IRMÃS PAULINAS, 5359 - NOVO
MUNDO, CURITIBA - PR, 81020-230,
BRASIL","TERMINAL CAPÃO RASO - 507 -
SÍTIO CERCADO(H) - 610-S.CERCADO
/ C.RASO - NOVO MUNDO, CURITIBA
- PR, 81020-245, BRASIL"
"01/12/202
3",06:28,506,011,GL322,ATROPELAMENTO,PEDESTRE,1,0,,,
"06/12/202
3",17:05,303,005,DE709,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA PRESIDENTE AFFONSO
CAMARGO, REBOUÇAS, VILA TORRES","R. UBALDINO DO AMARAL, 1701 -
ALTO DA GLÓRIA, CURITIBA - PR,
80060-172, BRASIL","R. JOSÉ DE ALENCAR, 50 - CRISTO
REI, CURITIBA - PR, 80050-240,
BRASIL"
"13/12/202
3",17:43,160,003,BC025,ATROPELAMENTO,PEDESTRE,0,0,"RUA BARÃO DO SERRO AZUL, CENTRO
HISTÓRICO, CENTRO","R. SÃO FRANCISCO, 283 - SÃO
FRANCISCO, CURITIBA - PR,
80020-190, BRASIL","PR. TIRADENTES, 110 - CENTRO,
CURITIBA - PR, 80020-100, BRASIL"
"16/12/202
3",06:43,203,003,BE715,ATROPELAMENTO,PEDESTRE,1,0,,,
"29/12/202
3",19:39,500,011,GD348,ATROPELAMENTO,PEDESTRE,0,1,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","R. WALDEMAR LOUREIRO CAMPOS,
1474 - BOQUEIRÃO, CURITIBA - PR,
81670-360, BRASIL","R. DR. SIMÃO KOSSOBUDSKI, 2032 -
BOQUEIRÃO, CURITIBA - PR,
81730-410, BRASIL"
